customer_id,first_name,last_name,address_id,city,country,name,active,total_rentals
1,MARY,SMITH,5,Sasebo,Japan,Classics,1,6
5,ELIZABETH,BROWN,9,Nantou,Taiwan,Animation,1,6
12,NANCY,THOMAS,16,"Yamuna Nagar",India,Drama,1,6
16,SANDRA,MARTIN,20,Southend-on-Sea,"United Kingdom",Sports,0,6
21,MICHELLE,CLARK,25,Tangail,Bangladesh,Sci-Fi,1,6
23,SARAH,LEWIS,27,Liepaja,Latvia,Sci-Fi,1,6
42,CAROLYN,PEREZ,46,"Pak Kret",Thailand,Sci-Fi,1,6
51,ALICE,STEWART,55,Fontana,"United States",Action,1,6
54,TERESA,ROGERS,58,Iwakuni,Japan,Animation,1,6
64,JUDITH,COX,68,Daxian,China,Documentary,0,6
71,KATHY,JAMES,75,Baybay,Philippines,Music,1,6
75,TAMMY,SANDERS,79,Changhwa,Taiwan,Family,1,6
76,IRENE,PRICE,80,Pavlodar,Kazakstan,Drama,1,6
111,CARMEN,OWENS,115,Caracas,Venezuela,Action,1,6
125,ETHEL,WEBB,129,Boksburg,"South Africa",Documentary,1,6
126,ELLEN,SIMPSON,130,Po,Brazil,Action,1,6
130,CHARLOTTE,HUNTER,134,"guas Lindas de Gois",Brazil,Sci-Fi,1,6
137,RHONDA,KENNEDY,141,Apeldoorn,Netherlands,Games,1,6
138,HAZEL,WARREN,142,Hohhot,China,Sports,1,6
147,JOANNE,ROBERTSON,151,Urawa,Japan,Action,1,6
148,ELEANOR,HUNT,152,Saint-Denis,Runion,Family,1,6
151,MEGAN,PALMER,155,Laiwu,China,Action,1,6
157,DARLENE,ROSE,161,Pyongyang,"North Korea",Documentary,1,6
168,REGINA,BERRY,172,Jinchang,China,Foreign,1,6
179,DANA,HART,183,Kirovo-Tepetsk,"Russian Federation",Family,1,6
209,TONYA,CHAPMAN,213,Bhilwara,India,Action,1,6
213,GINA,WILLIAMSON,217,Taizz,Yemen,Family,1,6
215,JESSIE,BANKS,219,"Stara Zagora",Bulgaria,Foreign,1,6
230,JOY,GEORGE,234,Botosani,Romania,Sci-Fi,1,6
244,VIOLA,HANSON,248,Lapu-Lapu,Philippines,Comedy,1,6
246,MARIAN,MENDOZA,250,Maring,Brazil,Sci-Fi,1,6
267,MARGIE,WADE,272,Lengshuijiang,China,New,1,6
269,CASSANDRA,WALTERS,274,Salinas,"United States",Documentary,1,6
539,MATHEW,BOLIN,545,Valencia,Venezuela,Sports,1,6
550,GUY,BROWNLEE,556,Zhoushan,China,Family,1,6
560,JORDAN,ARCHULETA,566,Avellaneda,Argentina,Action,1,6
562,WALLACE,SLONE,568,Sokoto,Nigeria,Foreign,1,6
569,DAVE,GARDINER,575,Leshan,China,Sports,1,6
574,JULIAN,VEST,580,Akishima,Japan,Children,1,6
576,MORRIS,MCCARTER,582,Fengshan,Taiwan,New,1,6
579,DARYL,LARUE,585,Mosul,Iraq,Sports,1,6
584,SALVADOR,TEEL,590,Banjul,Gambia,Comedy,1,6
591,KENT,ARSENAULT,597,"Juiz de Fora",Brazil,Sports,1,6
594,EDUARDO,HIATT,600,Jining,China,Sports,1,6
536,FERNANDO,CHURCHILL,542,Tonghae,"South Korea",Music,1,5
538,TED,BREAUX,544,Baicheng,China,Sports,1,5
545,JULIO,NOLAND,551,Konotop,Ukraine,Family,1,5
563,KEN,PREWITT,569,Bucuresti,Romania,Horror,1,5
567,ALFREDO,MCADAMS,573,Serpuhov,"Russian Federation",Travel,1,5
571,JOHNNIE,CHISHOLM,577,Plock,Poland,Sports,1,5
581,VIRGIL,WOFFORD,587,"Jos Azueta",Mexico,Foreign,1,5
587,SERGIO,STANFIELD,593,Celaya,Mexico,Documentary,1,5
588,MARION,OCAMPO,594,Weifang,China,Classics,1,5
589,TRACY,HERRMANN,595,Loja,Ecuador,Comedy,1,5
590,SETH,HANNON,596,al-Manama,Bahrain,Sports,1,5
596,ENRIQUE,FORSYTHE,602,Patras,Greece,Sports,1,5
273,PRISCILLA,LOWE,278,Salamanca,Mexico,Sci-Fi,1,5
274,NAOMI,JENNINGS,279,Karnal,India,Documentary,1,5
277,OLGA,JIMENEZ,282,Ogbomosho,Nigeria,Comedy,1,5
277,OLGA,JIMENEZ,282,Ogbomosho,Nigeria,Children,1,5
278,BILLIE,HORTON,283,Inegl,Turkey,Comedy,1,5
287,BECKY,MILES,292,Tambaram,India,Documentary,1,5
293,MAE,FLETCHER,298,"Donostia-San Sebastin",Spain,Sports,1,5
294,SHELLY,WATTS,299,Dayton,"United States",Action,1,5
297,SHERRI,RHODES,302,Ahmadnagar,India,Sci-Fi,1,5
299,JAMES,GANNON,304,Hiroshima,Japan,Drama,1,5
302,MICHAEL,SILVERMAN,307,Tiefa,China,Animation,1,5
303,WILLIAM,SATTERFIELD,308,Sanaa,Yemen,Action,1,5
305,RICHARD,MCCRARY,310,Arlington,"United States",Foreign,1,5
306,CHARLES,KOWALSKI,311,"Sungai Petani",Malaysia,Sci-Fi,1,5
314,GEORGE,LINTON,319,Sorocaba,Brazil,Documentary,1,5
316,STEVEN,CURLEY,321,Miraj,India,Sports,1,5
316,STEVEN,CURLEY,321,Miraj,India,Sci-Fi,1,5
320,ANTHONY,SCHWAB,325,Tafuna,"American Samoa",Sports,1,5
322,JASON,MORRISSEY,327,"Baha Blanca",Argentina,Action,1,5
323,MATTHEW,MAHAN,328,Cuautla,Mexico,Travel,1,5
325,TIMOTHY,BUNN,330,Braslia,Brazil,New,1,5
328,JEFFREY,SPEAR,333,Ciparay,Indonesia,Games,1,5
329,FRANK,WAGGONER,334,Jamalpur,Bangladesh,Music,1,5
333,ANDREW,PURDY,338,Baku,Azerbaijan,Games,1,5
334,RAYMOND,MCWHORTER,339,Sumqayit,Azerbaijan,Foreign,1,5
336,JOSHUA,MARK,341,Rampur,India,Animation,1,5
337,JERRY,JORDON,342,Onomichi,Japan,Sci-Fi,1,5
338,DENNIS,GILMAN,343,Paarl,"South Africa",Sports,1,5
339,WALTER,PERRYMAN,344,Xinxiang,China,Sports,1,5
340,PATRICK,NEWSOM,345,Hanoi,Vietnam,New,1,5
342,HAROLD,MARTINO,347,"Boa Vista",Brazil,Classics,1,5
346,ARTHUR,SIMPKINS,351,Maikop,"Russian Federation",Family,1,5
348,ROGER,QUINTANILLA,353,Hsichuh,Taiwan,Animation,1,5
348,ROGER,QUINTANILLA,353,Hsichuh,Taiwan,Action,1,5
348,ROGER,QUINTANILLA,353,Hsichuh,Taiwan,Documentary,1,5
360,RALPH,MADRIGAL,365,Arecibo,"Puerto Rico",New,1,5
361,LAWRENCE,LAWTON,366,Yaound,Cameroon,Foreign,1,5
362,NICHOLAS,BARFIELD,367,Belm,Brazil,Sports,1,5
366,BRANDON,HUEY,371,Balikesir,Turkey,Sports,1,5
366,BRANDON,HUEY,371,Balikesir,Turkey,Sci-Fi,1,5
369,FRED,WHEAT,374,Jurez,Mexico,Family,1,5
371,BILLY,POULIN,376,Cabuyao,Philippines,Sports,1,5
372,STEVE,MACKENZIE,377,Probolinggo,Indonesia,Action,1,5
372,STEVE,MACKENZIE,377,Probolinggo,Indonesia,Games,1,5
380,RUSSELL,BRINSON,385,Tychy,Poland,Animation,1,5
381,BOBBY,BOUDREAU,386,"South Hill",Anguilla,Travel,1,5
382,VICTOR,BARKLEY,387,Manchester,"United States",Documentary,1,5
383,MARTIN,BALES,388,Namibe,Angola,Animation,1,5
384,ERNEST,STEPP,389,Huaian,China,Foreign,1,5
386,TODD,TAN,391,Kamjanets-Podilskyi,Ukraine,Children,1,5
390,SHAWN,HEATON,395,"Nakhon Sawan",Thailand,Music,1,5
390,SHAWN,HEATON,395,"Nakhon Sawan",Thailand,Animation,1,5
391,CLARENCE,GAMEZ,396,Izumisano,Japan,Sci-Fi,1,5
403,MIKE,WAY,408,Valparai,India,Sci-Fi,1,5
403,MIKE,WAY,408,Valparai,India,Foreign,1,5
404,STANLEY,SCROGGINS,409,Omiya,Japan,Foreign,1,5
404,STANLEY,SCROGGINS,409,Omiya,Japan,Documentary,1,5
404,STANLEY,SCROGGINS,409,Omiya,Japan,Animation,1,5
412,ALLEN,BUTTERFIELD,417,Hoshiarpur,India,Action,1,5
414,VINCENT,RALSTON,419,Allende,Mexico,Travel,1,5
417,TRAVIS,ESTEP,422,al-Qatif,"Saudi Arabia",Animation,1,5
418,JEFF,EAST,423,"San Felipe de Puerto Plata","Dominican Republic",Foreign,1,5
436,TROY,QUIGLEY,441,Vancouver,Canada,Animation,1,5
437,RANDALL,NEUMANN,442,"La Romana","Dominican Republic",Foreign,1,5
442,LEROY,BUSTAMANTE,447,Tongliao,China,Drama,1,5
442,LEROY,BUSTAMANTE,447,Tongliao,China,Animation,1,5
444,MARCUS,HIDALGO,449,Tartu,Estonia,Family,1,5
444,MARCUS,HIDALGO,449,Tartu,Estonia,Sports,1,5
445,MICHEAL,FORMAN,450,Escobar,Argentina,Animation,1,5
451,JIM,REA,456,"El Fuerte",Mexico,Sci-Fi,1,5
456,RONNIE,RICKETTS,461,Ziguinchor,Senegal,Sci-Fi,1,5
459,TOMMY,COLLAZO,464,Qomsheh,Iran,Family,1,5
459,TOMMY,COLLAZO,464,Qomsheh,Iran,Comedy,1,5
467,ALVIN,DELOACH,472,Cuauhtmoc,Mexico,Children,1,5
468,TIM,CARY,473,Bijapur,India,Sports,1,5
470,GORDON,ALLARD,475,Hodeida,Yemen,Action,1,5
471,DEAN,SAUER,476,Johannesburg,"South Africa",Music,1,5
473,JORGE,OLIVARES,478,Lhokseumawe,Indonesia,Travel,1,5
473,JORGE,OLIVARES,478,Lhokseumawe,Indonesia,Foreign,1,5
482,MAURICE,CRAWLEY,487,Coatzacoalcos,Mexico,Foreign,0,5
488,SHANE,MILLARD,493,"La Paz",Mexico,Drama,1,5
491,RICK,MATTOX,496,"Mit Ghamr",Egypt,Sci-Fi,1,5
491,RICK,MATTOX,496,"Mit Ghamr",Egypt,Sports,1,5
502,BRETT,CORNWELL,507,"Siliguri (Shiliguri)",India,Documentary,1,5
503,ANGEL,BARCLAY,508,Ueda,Japan,Sci-Fi,1,5
504,NATHANIEL,ADAM,509,Joliet,"United States",Drama,1,5
513,DUANE,TUBBS,519,Yangor,Nauru,Comedy,1,5
513,DUANE,TUBBS,519,Yangor,Nauru,Horror,1,5
518,GABRIEL,HARDER,524,Sivas,Turkey,Family,1,5
518,GABRIEL,HARDER,524,Sivas,Turkey,Drama,1,5
522,ARNOLD,HAVENS,528,"Santa Rosa",Philippines,Animation,1,5
526,KARL,SEAL,532,"Cape Coral","United States",Horror,1,5
526,KARL,SEAL,532,"Cape Coral","United States",Documentary,1,5
531,JAMIE,WAUGH,537,Kuwana,Japan,Sports,1,5
533,JESSIE,MILAM,539,Binzhou,China,Sports,1,5
534,CHRISTIAN,JUNG,540,Amroha,India,Family,0,5
1,MARY,SMITH,5,Sasebo,Japan,Comedy,1,5
2,PATRICIA,JOHNSON,6,"San Bernardino","United States",Sports,1,5
7,MARIA,MILLER,11,Kragujevac,Yugoslavia,Animation,1,5
7,MARIA,MILLER,11,Kragujevac,Yugoslavia,Sports,1,5
11,LISA,ANDERSON,15,Sagamihara,Japan,Games,1,5
12,NANCY,THOMAS,16,"Yamuna Nagar",India,Horror,1,5
17,DONNA,THOMPSON,21,Elista,"Russian Federation",Foreign,1,5
21,MICHELLE,CLARK,25,Tangail,Bangladesh,Foreign,1,5
23,SARAH,LEWIS,27,Liepaja,Latvia,Animation,1,5
26,JESSICA,HALL,30,"Citt del Vaticano","Holy See (Vatican City State)",Documentary,1,5
29,ANGELA,HERNANDEZ,33,Shimonoseki,Japan,Children,1,5
30,MELISSA,KING,34,Lungtan,Taiwan,Drama,1,5
35,VIRGINIA,GREEN,39,Toulouse,France,Sci-Fi,1,5
35,VIRGINIA,GREEN,39,Toulouse,France,Action,1,5
36,KATHLEEN,ADAMS,40,Arak,Iran,Music,1,5
38,MARTHA,GONZALEZ,42,Chisinau,Moldova,Classics,1,5
41,STEPHANIE,MITCHELL,45,Yerevan,Armenia,Animation,1,5
44,MARIE,TURNER,48,Lipetsk,"Russian Federation",Animation,1,5
46,CATHERINE,CAMPBELL,50,Moscow,"Russian Federation",Animation,1,5
49,JOYCE,EDWARDS,53,Jedda,"Saudi Arabia",Family,1,5
50,DIANE,COLLINS,54,Omdurman,Sudan,Drama,1,5
50,DIANE,COLLINS,54,Omdurman,Sudan,Foreign,1,5
53,HEATHER,MORRIS,57,Nagareyama,Japan,Classics,1,5
59,CHERYL,MURPHY,63,Mysore,India,New,1,5
62,JOAN,COOPER,66,"Saint Louis","United States",Games,1,5
64,JUDITH,COX,68,Daxian,China,Animation,0,5
78,LORI,WOOD,82,"Rae Bareli",India,Sports,1,5
79,RACHEL,BARNES,83,Kamakura,Japan,Sci-Fi,1,5
80,MARILYN,ROSS,84,Ife,Nigeria,New,1,5
83,LOUISE,JENKINS,87,Springs,"South Africa",Sci-Fi,1,5
90,RUBY,WASHINGTON,94,Meixian,China,Animation,1,5
90,RUBY,WASHINGTON,94,Meixian,China,Music,1,5
91,LOIS,BUTLER,95,"Bandar Seri Begawan",Brunei,Sports,1,5
101,PEGGY,MYERS,105,Abha,"Saudi Arabia",Animation,1,5
101,PEGGY,MYERS,105,Abha,"Saudi Arabia",Sci-Fi,1,5
102,CRYSTAL,FORD,106,Ashdod,Israel,Sci-Fi,1,5
107,FLORENCE,WOODS,111,Merlo,Argentina,Sci-Fi,1,5
112,ROSA,REYNOLDS,116,Lancaster,"United States",Classics,1,5
113,CINDY,FISHER,117,Cuman,Venezuela,Documentary,1,5
114,GRACE,ELLIS,118,Duisburg,Germany,Foreign,1,5
119,SHERRY,MARSHALL,123,"Shubra al-Khayma",Egypt,Sci-Fi,1,5
122,THELMA,MURRAY,126,Lima,Peru,Horror,1,5
122,THELMA,MURRAY,126,Lima,Peru,Sports,1,5
125,ETHEL,WEBB,129,Boksburg,"South Africa",Sports,1,5
126,ELLEN,SIMPSON,130,Po,Brazil,New,1,5
133,PAULINE,HENRY,137,Torren,Mexico,Documentary,1,5
134,EMMA,BOYD,138,Qalyub,Egypt,Horror,1,5
135,JUANITA,MASON,139,Pune,India,Children,1,5
137,RHONDA,KENNEDY,141,Apeldoorn,Netherlands,Sports,1,5
138,HAZEL,WARREN,142,Hohhot,China,Family,1,5
141,DEBBIE,REYES,145,Fukuyama,Japan,Children,1,5
142,APRIL,BURNS,146,Dundee,"United Kingdom",Documentary,1,5
144,CLARA,SHAW,148,Molodetno,Belarus,Drama,1,5
148,ELEANOR,HUNT,152,Saint-Denis,Runion,Travel,1,5
157,DARLENE,ROSE,161,Pyongyang,"North Korea",Music,1,5
167,SALLY,PIERCE,171,Chandrapur,India,Music,1,5
171,DOLORES,WAGNER,175,Ipoh,Malaysia,Children,1,5
172,BERNICE,WILLIS,176,Batman,Turkey,Action,1,5
173,AUDREY,RAY,177,Graz,Austria,Documentary,1,5
176,JUNE,CARROLL,180,Skikda,Algeria,Comedy,1,5
176,JUNE,CARROLL,180,Skikda,Algeria,Animation,1,5
181,ANA,BRADLEY,185,Memphis,"United States",Horror,1,5
182,RENEE,LANE,186,Compton,"United States",Games,1,5
185,ROBERTA,HARPER,189,"Shahr-e Kord",Iran,Foreign,1,5
185,ROBERTA,HARPER,189,"Shahr-e Kord",Iran,Action,1,5
186,HOLLY,FOX,190,Haldia,India,Classics,1,5
186,HOLLY,FOX,190,Haldia,India,Foreign,1,5
193,KATIE,ELLIOTT,197,Kisumu,Kenya,Games,1,5
197,SUE,PETERS,201,Changzhou,China,Children,1,5
198,ELSIE,KELLEY,202,Ikerre,Nigeria,Documentary,1,5
199,BETH,FRANKLIN,203,Haiphong,Vietnam,New,1,5
202,CARLA,GUTIERREZ,206,Bhusawal,India,Animation,1,5
204,ROSEMARY,SCHMIDT,208,Usak,Turkey,New,1,5
204,ROSEMARY,SCHMIDT,208,Usak,Turkey,Foreign,1,5
204,ROSEMARY,SCHMIDT,208,Usak,Turkey,Horror,1,5
209,TONYA,CHAPMAN,213,Bhilwara,India,Children,1,5
210,ELLA,OLIVER,214,Aden,Yemen,New,1,5
211,STACEY,MONTGOMERY,215,Fuyu,China,Music,1,5
215,JESSIE,BANKS,219,"Stara Zagora",Bulgaria,Sports,1,5
216,NATALIE,MEYER,220,"Aparecida de Goinia",Brazil,Travel,1,5
221,BESSIE,MORRISON,225,Syrakusa,Italy,Drama,1,5
224,PEARL,GARZA,228,Jodhpur,India,Foreign,1,5
236,MARCIA,DEAN,240,Tanza,Philippines,Foreign,1,5
236,MARCIA,DEAN,240,Tanza,Philippines,Games,1,5
237,TANYA,GILBERT,241,Naju,"South Korea",Classics,1,5
237,TANYA,GILBERT,241,Naju,"South Korea",Family,1,5
238,NELLIE,GARRETT,242,Shimoga,India,Children,1,5
239,MINNIE,ROMERO,243,Ciomas,Indonesia,Animation,1,5
241,HEIDI,LARSON,245,Xiangfan,China,New,0,5
242,GLENDA,FRAZIER,246,Qinhuangdao,China,New,1,5
251,VICKIE,BREWER,255,Halle/Saale,Germany,Sci-Fi,1,5
253,TERRY,CARLSON,258,Miyakonojo,Japan,Animation,1,5
254,MAXINE,SILVA,259,"Poos de Caldas",Brazil,Sci-Fi,1,5
256,MABEL,HOLLAND,261,Monywa,Myanmar,Comedy,1,5
257,MARSHA,DOUGLAS,262,Beira,Mozambique,Family,1,5
257,MARSHA,DOUGLAS,262,Beira,Mozambique,Foreign,1,5
259,LENA,JENSEN,264,Halisahar,India,Sports,1,5
260,CHRISTY,VARGAS,265,Datong,China,Music,1,5
263,HILDA,HOPKINS,268,Mandaluyong,Philippines,Sci-Fi,1,5
264,GWENDOLYN,MAY,269,Higashiosaka,Japan,Sci-Fi,1,5
266,NORA,HERRERA,271,Salzburg,Austria,Drama,1,5
1,MARY,SMITH,5,Sasebo,Japan,Drama,1,4
2,PATRICIA,JOHNSON,6,"San Bernardino","United States",Classics,1,4
3,LINDA,WILLIAMS,7,Athenai,Greece,Action,1,4
5,ELIZABETH,BROWN,9,Nantou,Taiwan,Family,1,4
6,JENNIFER,DAVIS,10,Laredo,"United States",Drama,1,4
7,MARIA,MILLER,11,Kragujevac,Yugoslavia,New,1,4
8,SUSAN,WILSON,12,Hamilton,"New Zealand",Drama,1,4
8,SUSAN,WILSON,12,Hamilton,"New Zealand",Classics,1,4
9,MARGARET,MOORE,13,Masqat,Oman,Foreign,1,4
9,MARGARET,MOORE,13,Masqat,Oman,Travel,1,4
10,DOROTHY,TAYLOR,14,Esfahan,Iran,Games,1,4
10,DOROTHY,TAYLOR,14,Esfahan,Iran,Documentary,1,4
13,KAREN,JACKSON,17,Osmaniye,Turkey,Classics,1,4
15,HELEN,HARRIS,19,Bhopal,India,Foreign,1,4
15,HELEN,HARRIS,19,Bhopal,India,Sports,1,4
15,HELEN,HARRIS,19,Bhopal,India,Classics,1,4
16,SANDRA,MARTIN,20,Southend-on-Sea,"United Kingdom",Animation,0,4
17,DONNA,THOMPSON,21,Elista,"Russian Federation",Children,1,4
19,RUTH,MARTINEZ,23,Kimberley,"South Africa",Sports,1,4
20,SHARON,ROBINSON,24,Mardan,Pakistan,Sports,1,4
25,DEBORAH,WALKER,29,Shikarpur,Pakistan,Action,1,4
26,JESSICA,HALL,30,"Citt del Vaticano","Holy See (Vatican City State)",Foreign,1,4
26,JESSICA,HALL,30,"Citt del Vaticano","Holy See (Vatican City State)",Drama,1,4
27,SHIRLEY,ALLEN,31,Davao,Philippines,Foreign,1,4
27,SHIRLEY,ALLEN,31,Davao,Philippines,Sports,1,4
28,CYNTHIA,YOUNG,32,"Munger (Monghyr)",India,Drama,1,4
28,CYNTHIA,YOUNG,32,"Munger (Monghyr)",India,Action,1,4
29,ANGELA,HERNANDEZ,33,Shimonoseki,Japan,Games,1,4
29,ANGELA,HERNANDEZ,33,Shimonoseki,Japan,Drama,1,4
30,MELISSA,KING,34,Lungtan,Taiwan,Documentary,1,4
31,BRENDA,WRIGHT,35,Kamarhati,India,Classics,1,4
31,BRENDA,WRIGHT,35,Kamarhati,India,Documentary,1,4
31,BRENDA,WRIGHT,35,Kamarhati,India,Foreign,1,4
32,AMY,LOPEZ,36,Jhansi,India,Family,1,4
35,VIRGINIA,GREEN,39,Toulouse,France,Comedy,1,4
36,KATHLEEN,ADAMS,40,Arak,Iran,Children,1,4
37,PAMELA,BAKER,41,Nanyang,China,Comedy,1,4
38,MARTHA,GONZALEZ,42,Chisinau,Moldova,Foreign,1,4
38,MARTHA,GONZALEZ,42,Chisinau,Moldova,Family,1,4
42,CAROLYN,PEREZ,46,"Pak Kret",Thailand,Action,1,4
43,CHRISTINE,ROBERTS,47,Faaa,"French Polynesia",New,1,4
44,MARIE,TURNER,48,Lipetsk,"Russian Federation",Games,1,4
45,JANET,PHILLIPS,49,Antofagasta,Chile,Action,1,4
46,CATHERINE,CAMPBELL,50,Moscow,"Russian Federation",Family,1,4
47,FRANCES,PARKER,51,"Juazeiro do Norte",Brazil,Action,1,4
47,FRANCES,PARKER,51,"Juazeiro do Norte",Brazil,Comedy,1,4
51,ALICE,STEWART,55,Fontana,"United States",Drama,1,4
52,JULIE,SANCHEZ,56,"A Corua (La Corua)",Spain,Documentary,1,4
52,JULIE,SANCHEZ,56,"A Corua (La Corua)",Spain,Comedy,1,4
53,HEATHER,MORRIS,57,Nagareyama,Japan,Sports,1,4
53,HEATHER,MORRIS,57,Nagareyama,Japan,Drama,1,4
54,TERESA,ROGERS,58,Iwakuni,Japan,Comedy,1,4
56,GLORIA,COOK,60,Papeete,"French Polynesia",Comedy,1,4
56,GLORIA,COOK,60,Papeete,"French Polynesia",Classics,1,4
57,EVELYN,MORGAN,61,Vaduz,Liechtenstein,Action,1,4
57,EVELYN,MORGAN,61,Vaduz,Liechtenstein,Foreign,1,4
59,CHERYL,MURPHY,63,Mysore,India,Travel,1,4
60,MILDRED,BAILEY,64,Jaipur,India,Action,1,4
63,ASHLEY,RICHARDSON,67,Lincoln,"United States",New,1,4
63,ASHLEY,RICHARDSON,67,Lincoln,"United States",Documentary,1,4
64,JUDITH,COX,68,Daxian,China,Drama,0,4
65,ROSE,HOWARD,69,Cayenne,"French Guiana",Animation,1,4
66,JANICE,WARD,70,Malm,Sweden,Games,1,4
66,JANICE,WARD,70,Malm,Sweden,Classics,1,4
69,JUDY,GRAY,73,Bchar,Algeria,Sci-Fi,1,4
71,KATHY,JAMES,75,Baybay,Philippines,Action,1,4
72,THERESA,WATSON,76,Taguig,Philippines,Horror,1,4
72,THERESA,WATSON,76,Taguig,Philippines,Animation,1,4
72,THERESA,WATSON,76,Taguig,Philippines,Action,1,4
73,BEVERLY,BROOKS,77,Chiayi,Taiwan,Children,1,4
73,BEVERLY,BROOKS,77,Chiayi,Taiwan,Foreign,1,4
74,DENISE,KELLY,78,"Rio Claro",Brazil,Sci-Fi,1,4
74,DENISE,KELLY,78,"Rio Claro",Brazil,Travel,1,4
75,TAMMY,SANDERS,79,Changhwa,Taiwan,Foreign,1,4
75,TAMMY,SANDERS,79,Changhwa,Taiwan,Classics,1,4
75,TAMMY,SANDERS,79,Changhwa,Taiwan,Action,1,4
75,TAMMY,SANDERS,79,Changhwa,Taiwan,Children,1,4
76,IRENE,PRICE,80,Pavlodar,Kazakstan,Animation,1,4
78,LORI,WOOD,82,"Rae Bareli",India,Family,1,4
78,LORI,WOOD,82,"Rae Bareli",India,Sci-Fi,1,4
78,LORI,WOOD,82,"Rae Bareli",India,Action,1,4
79,RACHEL,BARNES,83,Kamakura,Japan,Horror,1,4
81,ANDREA,HENDERSON,85,Mahajanga,Madagascar,Horror,1,4
82,KATHRYN,COLEMAN,86,Simferopol,Ukraine,Action,1,4
82,KATHRYN,COLEMAN,86,Simferopol,Ukraine,Animation,1,4
83,LOUISE,JENKINS,87,Springs,"South Africa",Classics,1,4
84,SARA,PERRY,88,Atlixco,Mexico,Animation,1,4
84,SARA,PERRY,88,Atlixco,Mexico,Sports,1,4
86,JACQUELINE,LONG,90,Songkhla,Thailand,Drama,1,4
89,JULIA,FLORES,93,"La Plata",Argentina,Action,1,4
